asin,"Amazon Prime price","Amazon prime price lowest","Amazon prime inventory if sold by seller via amazon","Lowest buy box price if not prime (includes item cost and shipping cost)","if lowest price is prime or not (y/n)","seller name","seller rating","handlign time (hours)","shipping price","number of sellers (competitor count)"
B07WWYPPKD,$9.99,$9.99,Amazon,$9.99,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B00TSCGN20,$33.99,$33.99,Amazon,$33.99,yes,AONH9J521853W,100,0,$0.00,4
B071G1766S,$18.66,$18.66,Amazon,$18.66,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07CWRQQGD,$24.99,$24.99,Amazon,$0.00,yes,A2ROCFTM5E1DCY,100,0,$0.00,1
B005IUGQ4Q,$14.99,$7.66,Amazon,$7.66,yes,A1EQWG0QKX1N83,97,0,$0.00,17
B07XF3TH73,$28.79,$28.79,Amazon,$0.00,yes,A199IENVPFGFWU,96,0,$0.00,1
B00O9PY5PI,$33.50,$32.20,Amazon,$32.21,No,A3RS62IWK58XVE,0,0,$0.00,12
B010HI61KM,$9.99,$9.99,Amazon,$9.99,yes,A1JLJLIM2RGHP5,100,0,$0.00,4
B07S89SL7D,$8.00,$5.38,Amazon,$5.38,yes,A1VZNQ3E0DA698,91,0,$0.00,6
B07TY2FM7W,$11.95,$11.95,Amazon,$0.00,yes,A2V2M9O3VOQ6U3,100,0,$0.00,1
B071HHCCZG,$10.99,$9.49,Amazon,$0.00,yes,A2W3MWSXDHHF1R,99,0,$0.00,2
B01KJBWOI0,$25.19,$20.95,Amazon,$20.95,yes,A3DMYIN9K0RYXC,98,0,$0.00,4
B016NC7NN0,$99.99,$79.95,Amazon,$79.99,No,ATVSB44Y1LUE3,0,0,$0.00,19
B01MUFV4F8,$15.25,$12.23,Amazon,$12.23,yes,A3AG2RDX30N8MX,100,0,$0.00,8
B0791D9NVR,$10.99,$10.99,Amazon,$0.00,yes,A1MG471I87HV0O,100,0,$0.00,1
B0058NN4Y8,$14.91,$10.82,Amazon,$10.82,No,A1UEW3GW612BDQ,0,0,$0.00,19
B094R8CJH9,$53.00,$44.24,Amazon,$45.00,No,A1P7B5MDKPRGW7,0,0,$0.00,14
B016RFJDL8,$5.98,$5.98,Amazon,$5.98,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
B01GVKG1BO,$0.00,$119.99,Yes,$119.99,No,,0,0,$0.00,5
B001C09S00,$17.36,$16.95,Amazon,$17.36,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B08HSNW53Y,$49.98,$49.98,Amazon,$0.00,yes,A2VJZW380KMQZ,75,0,$0.00,1
B08PXN5BDB,$14.99,$9.49,Amazon,$9.99,No,A2P3TCKYFZGN14,0,0,$0.00,18
B014VYD7NW,$8.89,$8.89,Amazon,$0.00,yes,AOQB6QQXPW2RH,100,0,$0.00,1
B00I32AN4K,$12.95,$12.95,Amazon,$12.95,yes,A1FHA8K6WN6TYP,100,0,$0.00,3
B07RWMNV63,$16.48,$5.99,Amazon,$5.99,yes,A2LON6HBMCXFRE,91,0,$0.00,20
B078L18FTZ,$17.99,$13.60,Amazon,$13.60,No,A2R2RITDJNW1Q6,0,0,$0.00,20
B005IEK1W0,$0.00,$18.73,Yes,$19.46,No,,0,0,$0.00,5
B07NDX3KB7,$105.82,$94.00,Amazon,$94.00,yes,ACD4013XBS5C9,99,0,$0.00,5
B01N6NTZLK,$16.29,$8.74,Amazon,$15.79,yes,AANPWA1C2YQAL,87,0,$0.00,15
B079F24YK7,$14.95,$12.87,Amazon,$13.90,No,A8VCHQO5VS9RD,0,0,$0.00,6
B08BZQ37QZ,$16.34,$9.44,Amazon,$0.00,No,A2R2RITDJNW1Q6,0,0,$0.00,2
B08BLHTTY6,$7.99,$7.99,Amazon,$0.00,yes,A1KYU3JYUNA0GG,100,0,$0.00,1
B07QG6MJXQ,$515.00,$500.00,Amazon,$500.00,No,AM32LPNMCPN03,0,0,$0.00,2
B071W17498,$28.97,$21.94,Amazon,$21.94,No,A2ISVFW90MRVPC,0,0,$0.00,3
B005C2NB3O,$8.99,$8.39,Amazon,$8.49,No,A2R2RITDJNW1Q6,0,0,$0.00,9
B008230JQM,$18.17,$12.91,Amazon,$12.91,No,ASEVS99O6FS73,0,0,$0.00,5
B08197LX6H,$12.99,$12.99,Amazon,$0.00,yes,AP7PBV15037G5,100,0,$0.00,1
B075LMX84P,$36.43,$36.43,Amazon,$0.00,yes,A1AWJ4J9VE3JLM,99,0,$0.00,1
B08S27CY5M,$19.99,$9.95,Amazon,$10.99,No,A3LSDSE64Q2G30,0,0,$0.00,20
B0768G3R76,$9.92,$8.80,Amazon,$9.92,No,A32GOXAC8X4KTS,0,0,$0.00,5
B00AQUREB2,$16.99,$16.99,Amazon,$16.99,yes,A2R2RITDJNW1Q6,91,0,$0.00,16
B085DNHZ3J,$9.85,$9.85,Amazon,$0.00,yes,A208TYNRRKERB3,94,0,$0.00,1
B08J2LWT4J,$29.99,$29.99,Amazon,$29.99,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B083PX8WX2,$19.86,$18.50,Amazon,$19.86,No,A1G2UTNTSAU3EH,0,0,$0.00,13
B07PWKJC1C,$19.65,$19.65,Amazon,$0.00,yes,A1VYJE4OV2WC25,100,0,$0.00,1
B000USGQH8,$34.50,$24.51,Amazon,$28.00,No,A2PFTLRSPQ6NPW,0,0,$0.00,11
B06XW9Y4XP,$10.63,$9.99,Amazon,$10.63,yes,A1DO7SPXJP2IK8,0,0,$0.00,6
B007AB5SQI,$29.99,$22.50,Amazon,$23.70,No,A36QMMA5JPUHQX,0,0,$0.00,13
B08DKFHD7P,$529.00,$509.98,Amazon,$510.00,yes,A3RYQKNB3QE7HE,100,0,$0.00,11
B01B1TIJWE,$9.99,$7.65,Amazon,$7.99,No,A2KVO9QRU89MX,0,0,$0.00,18
B0859W41B6,$12.99,$12.99,Amazon,$0.00,yes,AMNXQV98G7NN9,100,0,$0.00,1
B00A7OTO74,$7.79,$7.01,Amazon,$0.00,No,A3KD0OO9H1T8D3,0,0,$0.00,1
B01MZ22SWL,$19.26,$19.23,Amazon,$19.23,yes,A1PI8WU691RQZR,91,0,$0.00,5
B00VNXQE94,$18.95,$18.95,Amazon,$0.00,yes,A11JF87V1YUTD6,92,0,$0.00,1
B08ZL5BTRM,$17.67,$14.94,Amazon,$17.67,No,AFRH9HVPV0G4O,0,0,$0.00,12
B00AZUAORE,$89.00,$80.01,Amazon,$80.01,No,A2R2RITDJNW1Q6,0,0,$0.00,17
B00EYVSOKY,$55.00,$55.00,Amazon,$55.00,yes,AFDRC8T2FYEHK,100,0,$0.00,2
B0B72B9DFZ,$21.50,$21.50,Amazon,$0.00,yes,A19TF5ZGR79J84,99,0,$0.00,1
B0794N16ZD,$12.25,$6.97,Amazon,$6.97,yes,A2O9B6NOYUX8JU,97,0,$0.00,14
B073713G5F,$14.97,$14.97,Amazon,$0.00,yes,A25CMFQWS6RFG5,100,0,$0.00,1
B01AP9F7WQ,$20.99,$19.99,Amazon,$20.99,yes,A23IQE0YUV800G,91,0,$0.00,4
B093BWQ3S8,$99.99,$99.99,Amazon,$0.00,yes,A3HENHLTB6LHEJ,100,0,$0.00,1
B006I01D98,$15.99,$15.99,Amazon,$15.99,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B09DSY811G,$12.97,$12.97,Amazon,$0.00,yes,A33LKKIV4B59F,100,0,$0.00,1
B08F2NT62Q,$22.82,$18.75,Amazon,$0.00,No,A1QQRYL1DLP3GL,0,0,$0.00,1
B001F0R7DC,$11.99,$9.32,Amazon,$9.99,No,A3UDIIKU0CIH6A,0,0,$0.00,15
B000CNOIQ2,$31.99,$14.61,Amazon,$14.61,No,A18Q93HGZT043O,0,0,$0.00,6
B000T6906A,$39.23,$39.23,Amazon,$39.23,yes,A2R2RITDJNW1Q6,91,0,$0.00,5
B00TK58SNM,$7.24,$7.24,Amazon,$0.00,yes,A2IO6V4E7QMMUN,92,24,$0.00,1
B09MRVP2PX,$17.99,$11.99,Amazon,$17.99,No,APVAUZZOJUWDA,0,0,$0.00,2
B0922PSHG1,$22.99,$22.99,Amazon,$0.00,yes,A1HN2MVUE6LA7G,100,0,$0.00,1
B00HY8JI7C,$0.00,$5.49,Yes,$5.49,No,,0,0,$0.00,9
B014JXJ2S4,$14.20,$10.03,Amazon,$0.00,No,A39IIGGF290TS1,0,0,$0.00,2
B07C5H41CN,$0.00,$36.67,Yes,$36.67,No,,0,0,$0.00,1
B01N6PS4L0,$19.99,$9.97,Amazon,$9.97,yes,A23NLCGAWEIV8G,91,0,$0.00,19
B003GIS2RG,$20.25,$19.97,Amazon,$16.38,yes,A1GQBZJQ36WN2P,99,0,$0.00,9
B0000UZ5P0,$7.87,$7.86,Amazon,$7.86,yes,A4M8NEUF6PIEE,95,0,$0.00,5
B001SQ81GA,$5.28,$5.28,Amazon,$5.28,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B00BJBOIKM,$16.35,$10.99,Amazon,$11.91,No,A2R3XZILMQBCWI,0,0,$0.00,20
B09HPC4W86,$10.39,$10.39,Amazon,$0.00,yes,A2VAAWZRE05FC7,95,0,$0.00,1
B00SDFFYU0,$26.60,$26.60,Amazon,$26.60,yes,AEBN3CI8NXICW,100,0,$0.00,3
B0014IWELK,$19.95,$14.26,Amazon,$14.26,yes,A2V74LV9L3ASTD,91,0,$0.00,4
B00VRAG5R4,$38.12,$27.99,Amazon,$29.25,No,A1L8B9XKNOGV1I,0,0,$0.00,20
B07Q4778MK,$45.00,$34.99,Amazon,$0.00,yes,A3C4L86P6O3EEK,89,0,$0.00,4
B002C8FHUG,$15.77,$7.25,Amazon,$15.77,No,A2R2RITDJNW1Q6,0,0,$0.00,3
B00LAX52IQ,$14.99,$13.02,Amazon,$13.02,No,A3IKLWVVZGBDZ2,0,0,$0.00,4
B000W7H72A,$8.00,$8.00,Amazon,$8.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,3
B07F2F9QZP,$12.99,$12.99,Amazon,$0.00,yes,A22KC0UL6ASO9N,93,0,$0.00,1
B086WBLBSZ,$24.00,$24.00,Amazon,$0.00,yes,AL2BMJ23W6TKO,100,0,$0.00,1
B00065IZ6A,$2.95,$2.95,Amazon,$2.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,2
B07DQX9B7G,$10.99,$10.99,Amazon,$10.99,yes,A30VZKF7HQPEEU,100,0,$0.00,9
B09C2GH3VS,$56.99,$56.99,Amazon,$56.99,yes,A2WJ50ILVLFYKK,94,0,$0.00,1
B07QYSS5SN,$102.89,$90.83,Amazon,$90.83,No,A3GRC7XH38FJ6S,0,0,$0.00,13
B019QBOG3U,$21.52,$8.60,Amazon,$8.60,No,A1UEW3GW612BDQ,0,0,$0.00,20
B00OZN7X2Q,$16.00,$12.95,Amazon,$16.00,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B09XR6Z4WY,$16.98,$16.98,Amazon,$0.00,yes,A19RRUCWXBS7V6,100,0,$0.00,1
B07QQYX544,$11.99,$11.99,Amazon,$0.00,yes,A3KUJTGPJK4MQ0,98,0,$0.00,1
B098NXHT4B,$16.99,$14.80,Amazon,$0.00,No,A2G0Q7PO6F70HV,0,0,$0.00,1
B07PDGVW33,$10.99,$10.99,Amazon,$0.00,yes,A2WHNP9T84YYCA,100,0,$0.00,1
B08QJ51TZV,$9.99,$9.99,Amazon,$0.00,yes,AIRYPSTVH0EGL,97,0,$0.00,1
B00FREO7G2,$10.99,$6.30,Amazon,$10.99,No,A3LY3CYHLMWALH,0,0,$0.00,5
B06ZXSD5CD,$6.99,$6.98,Amazon,$6.99,No,AMCQF7KJK4BWI,0,0,$0.00,2
B00IKCE63W,$15.00,$11.92,Amazon,$12.94,No,A2FGEKPGXLZ0ZH,0,0,$0.00,20
B07KPSV1KF,$25.95,$13.99,Amazon,$13.99,yes,A10Q26RWEQ8VB1,97,0,$0.00,20
B091C6WGHW,$14.99,$14.99,Amazon,$0.00,yes,A2EXNPXCN2TAUX,100,0,$0.00,1
B07TJW5NL7,$11.23,$11.23,Amazon,$0.00,yes,A3E7UBYZYSPQ5X,100,0,$0.00,1
B016YFUQGW,$11.99,$11.99,Amazon,$0.00,yes,AIENCBKCC31MP,100,0,$0.00,1
B0026ONV18,$73.95,$49.00,Amazon,$49.00,yes,A2R2RITDJNW1Q6,100,0,$0.00,18
B09D81VL2N,$16.95,$16.95,Amazon,$0.00,yes,A1FWGZVO4P6W9Y,100,0,$0.00,1
B08CXMN62G,$68.00,$68.00,Amazon,$0.00,yes,A27E44CK65QUKR,93,0,$0.00,1
B00QT4I274,$7.95,$7.95,Amazon,$7.95,yes,A2R2RITDJNW1Q6,91,0,$0.00,15
B07T2S1HNX,$5.99,$5.99,Amazon,$0.00,yes,A3UUDAHGO0WXJZ,93,0,$0.00,1
B08XK88NC5,$89.95,$89.95,Amazon,$89.95,yes,A36D1O15HT30RE,94,0,$0.00,1
B00PXZ10G0,$0.00,$43.01,Yes,$43.01,No,,0,0,$0.00,2
B07QDMZ62V,$5.35,$5.35,Amazon,$0.00,yes,A2FPYHMV9AYCI,100,0,$0.00,1
B077N3CXZY,$35.99,$27.79,Amazon,$0.00,No,AXCFXD0WLLW4R,0,0,$0.00,1
B01N6AFRVA,$15.99,$14.25,Amazon,$14.25,yes,A1PUHO6D4MM5FC,95,0,$0.00,11
B016BHQ2NO,$29.00,$12.99,Amazon,$19.00,No,A3726OKZCCOB2P,0,0,$0.00,7
B09ZYHT8KK,$31.23,$23.99,Amazon,$25.41,No,A20UG3G1DUMERL,0,0,$0.00,20
B00UAV21QA,$18.60,$17.49,Amazon,$17.49,No,A2R2RITDJNW1Q6,0,0,$0.00,20
B08SW52KBD,$16.99,$16.99,Amazon,$0.00,yes,A3URBFQNVA7U9B,99,0,$0.00,1
B01LOSYDJK,$10.89,$6.36,Amazon,$6.36,No,A1VF57SC0P4FWQ,0,0,$0.00,12
B07V6ZS2HG,$25.49,$25.49,Amazon,$0.00,yes,A12YZTIFC29MMB,98,0,$0.00,1
B00QQOERJE,$17.95,$17.95,Amazon,$17.95,yes,A11JF87V1YUTD6,92,0,$0.00,1
B078N8BN19,$7.98,$7.98,Amazon,$0.00,yes,ABV9OM08Q6CHZ,95,0,$0.00,1
B00PZ2EW2K,$39.97,$34.18,Amazon,$34.18,No,A1DL62RLF4Y305,0,0,$0.00,3
B0001XXC74,$18.85,$15.09,Amazon,$18.85,No,A2R2RITDJNW1Q6,0,0,$0.00,4
B0081AQ9BU,$0.00,$48.84,Amazon,$48.85,No,,0,0,$0.00,12
B003PGJLRO,$5.57,$5.57,Amazon,$5.57,yes,A2R2RITDJNW1Q6,91,0,$0.00,20
B092V2D3Q2,$12.90,$9.00,Amazon,$0.00,yes,A37LAZ07IL89DN,100,0,$0.00,7
B06XD9HWY6,$24.95,$24.95,Amazon,$0.00,yes,A1ATCLLROYH251,97,0,$0.00,1
B0010VXBVI,$22.02,$22.01,Amazon,$22.02,yes,A2R2RITDJNW1Q6,100,0,$0.00,8
B00AF63QQE,$18.60,$18.60,Amazon,$0.00,yes,A09599961M0KSX12P4BJB,98,0,$0.00,6
B07TLZDSWR,$9.49,$9.49,Amazon,$0.00,yes,A3MD7156NQ8T0L,98,0,$0.00,1
B0779ZKTGJ,$10.99,$8.09,Amazon,$8.09,yes,A2LREYVRP1X0M6,98,0,$0.00,20
B08GCQ4RTD,$14.00,$11.08,Amazon,$11.08,yes,A32L3HJ7M522O1,80,0,$0.00,8
B01L9JUV9U,$0.00,$100.00,Yes,$100.00,No,,0,0,$0.00,2
B09J2MH1PD,$9.99,$9.99,Amazon,$0.00,yes,A12O6CZ1ZC5YSE,100,0,$0.00,1
B084ZJCYQY,$7.99,$7.59,Amazon,$7.59,No,AA8EN69OJI8MV,0,0,$0.00,1
B003H6Z04K,$18.27,$18.27,Amazon,$18.27,yes,A36IDOMGZI9VA6,92,0,$0.00,8
B07QNXT6BW,$39.08,$20.00,Amazon,$20.00,No,A3VJ0EZ3O5TRKO,0,0,$0.00,13
B07HFH8NF1,$29.90,$19.90,Amazon,$19.90,No,A1ZLJ5RLQXHJ9V,0,0,$0.00,20
B012IGY414,$10.49,$10.49,Amazon,$0.00,yes,A2R2RITDJNW1Q6,91,0,$0.00,1
